1,enabled (1=yes; 0=no),LC_H1_EN,intenger,1,,,,,,1
2,high voltage (1=on; 0=off),LC_H1_HV,intenger,1,,,,,,1
3,channels with errors (1=yes; 0=no),LC_H1_CE,intenger,1,,,,,,1
4,communication (1=yes; 0=no),LC_H1_CM,intenger,1,,,,,,1
5,enabled (1=yes; 0=no),LC_H2_EN,intenger,1,,,,,,1
6,high voltage (1=on; 0=off),LC_H2_HV,intenger,1,,,,,,1
7,channels with errors (1=yes; 0=no),LC_H2_CE,intenger,1,,,,,,1
8,communication (1=yes; 0=no),LC_H2_CM,intenger,1,,,,,,1
9,enabled (1=yes; 0=no),LC_H34_EN,intenger,1,,,,,,1
10,high voltage (1=on; 0=off),LC_H34_HV,intenger,1,,,,,,1
11,channels with errors (1=yes; 0=no),LC_H34_CE,intenger,1,,,,,,1
12,communication (1=yes; 0=no),LC_H34_CM,intenger,1,,,,,,1
13,,H1XT_01_DV,intenger,1,V,,,,,1
14,,H1XT_02_DV,intenger,1,V,,,,,1
15,,H1XT_03_DV,intenger,1,V,,,,,1
16,,H1XT_04_DV,intenger,1,V,,,,,1
17,,H1XT_05_DV,intenger,1,V,,,,,1
18,,H1XT_06_DV,intenger,1,V,,,,,1
19,,H1XT_07_DV,intenger,1,V,,,,,1
20,,H1XT_08_DV,intenger,1,V,,,,,1
21,,H1XT_09_DV,intenger,1,V,,,,,1
22,,H1XT_10_DV,intenger,1,V,,,,,1
23,,H1XT_11_DV,intenger,1,V,,,,,1
24,,H1XT_12_DV,intenger,1,V,,,,,1
25,,H1XT_13_DV,intenger,1,V,,,,,1
26,,H1XT_14_DV,intenger,1,V,,,,,1
27,,H1XT_15_DV,intenger,1,V,,,,,1
28,,H1XT_16_DV,intenger,1,V,,,,,1
29,,H1XT_17_DV,intenger,1,V,,,,,1
30,,H1XT_18_DV,intenger,1,V,,,,,1
31,,H1XT_19_DV,intenger,1,V,,,,,1
32,,H1XT_20_DV,intenger,1,V,,,,,1
33,,H1XT_21_DV,intenger,1,V,,,,,1
34,,H1XT_22_DV,intenger,1,V,,,,,1
35,,H1XT_23_DV,intenger,1,V,,,,,1
36,,H1XB_01_DV,intenger,1,V,,,,,1
37,,H1XB_02_DV,intenger,1,V,,,,,1
38,,H1XB_03_DV,intenger,1,V,,,,,1
39,,H1XB_04_DV,intenger,1,V,,,,,1
40,,H1XB_05_DV,intenger,1,V,,,,,1
41,,H1XB_06_DV,intenger,1,V,,,,,1
42,,H1XB_07_DV,intenger,1,V,,,,,1
43,,H1XB_08_DV,intenger,1,V,,,,,1
44,,H1XB_09_DV,intenger,1,V,,,,,1
45,,H1XB_10_DV,intenger,1,V,,,,,1
46,,H1XB_11_DV,intenger,1,V,,,,,1
47,,H1XB_12_DV,intenger,1,V,,,,,1
48,,H1XB_13_DV,intenger,1,V,,,,,1
49,,H1XB_14_DV,intenger,1,V,,,,,1
50,,H1XB_15_DV,intenger,1,V,,,,,1
51,,H1XB_16_DV,intenger,1,V,,,,,1
52,,H1XB_17_DV,intenger,1,V,,,,,1
53,,H1XB_18_DV,intenger,1,V,,,,,1
54,,H1XB_19_DV,intenger,1,V,,,,,1
55,,H1XB_20_DV,intenger,1,V,,,,,1
56,,H1XB_21_DV,intenger,1,V,,,,,1
57,,H1XB_22_DV,intenger,1,V,,,,,1
58,,H1XB_23_DV,intenger,1,V,,,,,1
59,,H1YL_01_DV,intenger,1,V,,,,,1
60,,H1YL_02_DV,intenger,1,V,,,,,1
61,,H1YL_03_DV,intenger,1,V,,,,,1
62,,H1YL_04_DV,intenger,1,V,,,,,1
63,,H1YL_05_DV,intenger,1,V,,,,,1
64,,H1YL_06_DV,intenger,1,V,,,,,1
65,,H1YL_07_DV,intenger,1,V,,,,,1
66,,H1YL_08_DV,intenger,1,V,,,,,1
67,,H1YL_09_DV,intenger,1,V,,,,,1
68,,H1YL_10_DV,intenger,1,V,,,,,1
69,,H1YL_11_DV,intenger,1,V,,,,,1
70,,H1YL_12_DV,intenger,1,V,,,,,1
71,,H1YL_13_DV,intenger,1,V,,,,,1
72,,H1YL_14_DV,intenger,1,V,,,,,1
73,,H1YL_15_DV,intenger,1,V,,,,,1
74,,H1YL_16_DV,intenger,1,V,,,,,1
75,,H1YL_17_DV,intenger,1,V,,,,,1
76,,H1YL_18_DV,intenger,1,V,,,,,1
77,,H1YL_19_DV,intenger,1,V,,,,,1
78,,H1YL_20_DV,intenger,1,V,,,,,1
79,,H1YR_01_DV,intenger,1,V,,,,,1
80,,H1YR_02_DV,intenger,1,V,,,,,1
81,,H1YR_03_DV,intenger,1,V,,,,,1
82,,H1YR_04_DV,intenger,1,V,,,,,1
83,,H1YR_05_DV,intenger,1,V,,,,,1
84,,H1YR_06_DV,intenger,1,V,,,,,1
85,,H1YR_07_DV,intenger,1,V,,,,,1
86,,H1YR_08_DV,intenger,1,V,,,,,1
87,,H1YR_09_DV,intenger,1,V,,,,,1
88,,H1YR_10_DV,intenger,1,V,,,,,1
89,,H1YR_11_DV,intenger,1,V,,,,,1
90,,H1YR_12_DV,intenger,1,V,,,,,1
91,,H1YR_13_DV,intenger,1,V,,,,,1
92,,H1YR_14_DV,intenger,1,V,,,,,1
93,,H1YR_15_DV,intenger,1,V,,,,,1
94,,H1YR_16_DV,intenger,1,V,,,,,1
95,,H1YR_17_DV,intenger,1,V,,,,,1
96,,H1YR_18_DV,intenger,1,V,,,,,1
97,,H1YR_19_DV,intenger,1,V,,,,,1
98,,H1YR_20_DV,intenger,1,V,,,,,1
99,,H2XT_01_DV,intenger,1,V,,,,,1
100,,H2XT_02_DV,intenger,1,V,,,,,1
101,,H2XT_03_DV,intenger,1,V,,,,,1
102,,H2XT_04_DV,intenger,1,V,,,,,1
103,,H2XT_05_DV,intenger,1,V,,,,,1
104,,H2XT_06_DV,intenger,1,V,,,,,1
105,,H2XT_07_DV,intenger,1,V,,,,,1
106,,H2XT_08_DV,intenger,1,V,,,,,1
107,,H2XT_09_DV,intenger,1,V,,,,,1
108,,H2XT_10_DV,intenger,1,V,,,,,1
109,,H2XT_11_DV,intenger,1,V,,,,,1
110,,H2XT_12_DV,intenger,1,V,,,,,1
111,,H2XT_13_DV,intenger,1,V,,,,,1
112,,H2XT_14_DV,intenger,1,V,,,,,1
113,,H2XT_15_DV,intenger,1,V,,,,,1
114,,H2XT_16_DV,intenger,1,V,,,,,1
115,,H2XB_01_DV,intenger,1,V,,,,,1
116,,H2XB_02_DV,intenger,1,V,,,,,1
117,,H2XB_03_DV,intenger,1,V,,,,,1
118,,H2XB_04_DV,intenger,1,V,,,,,1
119,,H2XB_05_DV,intenger,1,V,,,,,1
120,,H2XB_06_DV,intenger,1,V,,,,,1
121,,H2XB_07_DV,intenger,1,V,,,,,1
122,,H2XB_08_DV,intenger,1,V,,,,,1
123,,H2XB_09_DV,intenger,1,V,,,,,1
124,,H2XB_10_DV,intenger,1,V,,,,,1
125,,H2XB_11_DV,intenger,1,V,,,,,1
126,,H2XB_12_DV,intenger,1,V,,,,,1
127,,H2XB_13_DV,intenger,1,V,,,,,1
128,,H2XB_14_DV,intenger,1,V,,,,,1
129,,H2XB_15_DV,intenger,1,V,,,,,1
130,,H2XB_16_DV,intenger,1,V,,,,,1
131,,H2YL_01_DV,intenger,1,V,,,,,1
132,,H2YL_02_DV,intenger,1,V,,,,,1
133,,H2YL_03_DV,intenger,1,V,,,,,1
134,,H2YL_04_DV,intenger,1,V,,,,,1
135,,H2YL_05_DV,intenger,1,V,,,,,1
136,,H2YL_06_DV,intenger,1,V,,,,,1
137,,H2YL_07_DV,intenger,1,V,,,,,1
138,,H2YL_08_DV,intenger,1,V,,,,,1
139,,H2YL_09_DV,intenger,1,V,,,,,1
140,,H2YL_10_DV,intenger,1,V,,,,,1
141,,H2YL_11_DV,intenger,1,V,,,,,1
142,,H2YL_12_DV,intenger,1,V,,,,,1
143,,H2YL_13_DV,intenger,1,V,,,,,1
144,,H2YL_14_DV,intenger,1,V,,,,,1
145,,H2YL_15_DV,intenger,1,V,,,,,1
146,,H2YL_16_DV,intenger,1,V,,,,,1
147,,H2YL_17_DV,intenger,1,V,,,,,1
148,,H2YL_18_DV,intenger,1,V,,,,,1
149,,H2YL_19_DV,intenger,1,V,,,,,1
150,,H2YR_01_DV,intenger,1,V,,,,,1
151,,H2YR_02_DV,intenger,1,V,,,,,1
152,,H2YR_03_DV,intenger,1,V,,,,,1
153,,H2YR_04_DV,intenger,1,V,,,,,1
154,,H2YR_05_DV,intenger,1,V,,,,,1
155,,H2YR_06_DV,intenger,1,V,,,,,1
156,,H2YR_07_DV,intenger,1,V,,,,,1
157,,H2YR_08_DV,intenger,1,V,,,,,1
158,,H2YR_09_DV,intenger,1,V,,,,,1
159,,H2YR_10_DV,intenger,1,V,,,,,1
160,,H2YR_11_DV,intenger,1,V,,,,,1
161,,H2YR_12_DV,intenger,1,V,,,,,1
162,,H2YR_13_DV,intenger,1,V,,,,,1
163,,H2YR_14_DV,intenger,1,V,,,,,1
164,,H2YR_15_DV,intenger,1,V,,,,,1
165,,H2YR_16_DV,intenger,1,V,,,,,1
166,,H2YR_17_DV,intenger,1,V,,,,,1
167,,H2YR_18_DV,intenger,1,V,,,,,1
168,,H2YR_19_DV,intenger,1,V,,,,,1
169,,H3XT_01_DV,intenger,1,V,,,,,1
170,,H3XT_02_DV,intenger,1,V,,,,,1
171,,H3XT_03_DV,intenger,1,V,,,,,1
172,,H3XT_04_DV,intenger,1,V,,,,,1
173,,H3XT_05_DV,intenger,1,V,,,,,1
174,,H3XT_06_DV,intenger,1,V,,,,,1
175,,H3XT_07_DV,intenger,1,V,,,,,1
176,,H3XT_08_DV,intenger,1,V,,,,,1
177,,H3XT_09_DV,intenger,1,V,,,,,1
178,,H3XT_10_DV,intenger,1,V,,,,,1
179,,H3XT_11_DV,intenger,1,V,,,,,1
180,,H3XT_12_DV,intenger,1,V,,,,,1
181,,H3XT_13_DV,intenger,1,V,,,,,1
182,,H3XT_14_DV,intenger,1,V,,,,,1
183,,H3XT_15_DV,intenger,1,V,,,,,1
184,,H3XT_16_DV,intenger,1,V,,,,,1
185,,H3XB_01_DV,intenger,1,V,,,,,1
186,,H3XB_02_DV,intenger,1,V,,,,,1
187,,H3XB_03_DV,intenger,1,V,,,,,1
188,,H3XB_04_DV,intenger,1,V,,,,,1
189,,H3XB_05_DV,intenger,1,V,,,,,1
190,,H3XB_06_DV,intenger,1,V,,,,,1
191,,H3XB_07_DV,intenger,1,V,,,,,1
192,,H3XB_08_DV,intenger,1,V,,,,,1
193,,H3XB_09_DV,intenger,1,V,,,,,1
194,,H3XB_10_DV,intenger,1,V,,,,,1
195,,H3XB_11_DV,intenger,1,V,,,,,1
196,,H3XB_12_DV,intenger,1,V,,,,,1
197,,H3XB_13_DV,intenger,1,V,,,,,1
198,,H3XB_14_DV,intenger,1,V,,,,,1
199,,H3XB_15_DV,intenger,1,V,,,,,1
200,,H3XB_16_DV,intenger,1,V,,,,,1
201,,H4XT-u_01_DV,intenger,1,V,,,,,1
202,,H4XT-u_02_DV,intenger,1,V,,,,,1
203,,H4XT-u_03_DV,intenger,1,V,,,,,1
204,,H4XT-u_04_DV,intenger,1,V,,,,,1
205,,H4XT-u_05_DV,intenger,1,V,,,,,1
206,,H4XT-u_06_DV,intenger,1,V,,,,,1
207,,H4XT-u_07_DV,intenger,1,V,,,,,1
208,,H4XT-u_08_DV,intenger,1,V,,,,,1
209,,H4XT-u_09_DV,intenger,1,V,,,,,1
210,,H4XT-u_10_DV,intenger,1,V,,,,,1
211,,H4XT-u_11_DV,intenger,1,V,,,,,1
212,,H4XT-u_12_DV,intenger,1,V,,,,,1
213,,H4XT-u_13_DV,intenger,1,V,,,,,1
214,,H4XT-u_14_DV,intenger,1,V,,,,,1
215,,H4XT-u_15_DV,intenger,1,V,,,,,1
216,,H4XT-u_16_DV,intenger,1,V,,,,,1
217,,H4XT-d_01_DV,intenger,1,V,,,,,1
218,,H4XT-d_02_DV,intenger,1,V,,,,,1
219,,H4XT-d_03_DV,intenger,1,V,,,,,1
220,,H4XT-d_04_DV,intenger,1,V,,,,,1
221,,H4XT-d_05_DV,intenger,1,V,,,,,1
222,,H4XT-d_06_DV,intenger,1,V,,,,,1
223,,H4XT-d_07_DV,intenger,1,V,,,,,1
224,,H4XT-d_08_DV,intenger,1,V,,,,,1
225,,H4XT-d_09_DV,intenger,1,V,,,,,1
226,,H4XT-d_10_DV,intenger,1,V,,,,,1
227,,H4XT-d_11_DV,intenger,1,V,,,,,1
228,,H4XT-d_12_DV,intenger,1,V,,,,,1
229,,H4XT-d_13_DV,intenger,1,V,,,,,1
230,,H4XT-d_14_DV,intenger,1,V,,,,,1
231,,H4XT-d_15_DV,intenger,1,V,,,,,1
232,,H4XT-d_16_DV,intenger,1,V,,,,,1
233,,H4XB-u_01_DV,intenger,1,V,,,,,1
234,,H4XB-u_02_DV,intenger,1,V,,,,,1
235,,H4XB-u_03_DV,intenger,1,V,,,,,1
236,,H4XB-u_04_DV,intenger,1,V,,,,,1
237,,H4XB-u_05_DV,intenger,1,V,,,,,1
238,,H4XB-u_06_DV,intenger,1,V,,,,,1
239,,H4XB-u_07_DV,intenger,1,V,,,,,1
240,,H4XB-u_08_DV,intenger,1,V,,,,,1
241,,H4XB-u_09_DV,intenger,1,V,,,,,1
242,,H4XB-u_10_DV,intenger,1,V,,,,,1
243,,H4XB-u_11_DV,intenger,1,V,,,,,1
244,,H4XB-u_12_DV,intenger,1,V,,,,,1
245,,H4XB-u_13_DV,intenger,1,V,,,,,1
246,,H4XB-u_14_DV,intenger,1,V,,,,,1
247,,H4XB-u_15_DV,intenger,1,V,,,,,1
248,,H4XB-u_16_DV,intenger,1,V,,,,,1
249,,H4XB-d_01_DV,intenger,1,V,,,,,1
250,,H4XB-d_02_DV,intenger,1,V,,,,,1
251,,H4XB-d_03_DV,intenger,1,V,,,,,1
252,,H4XB-d_04_DV,intenger,1,V,,,,,1
253,,H4XB-d_05_DV,intenger,1,V,,,,,1
254,,H4XB-d_06_DV,intenger,1,V,,,,,1
255,,H4XB-d_07_DV,intenger,1,V,,,,,1
256,,H4XB-d_08_DV,intenger,1,V,,,,,1
257,,H4XB-d_09_DV,intenger,1,V,,,,,1
258,,H4XB-d_10_DV,intenger,1,V,,,,,1
259,,H4XB-d_11_DV,intenger,1,V,,,,,1
260,,H4XB-d_12_DV,intenger,1,V,,,,,1
261,,H4XB-d_13_DV,intenger,1,V,,,,,1
262,,H4XB-d_14_DV,intenger,1,V,,,,,1
263,,H4XB-d_15_DV,intenger,1,V,,,,,1
264,,H4XB-d_16_DV,intenger,1,V,,,,,1
265,,H4Y1L-l_01_DV,intenger,1,V,,,,,1
266,,H4Y1L-l_02_DV,intenger,1,V,,,,,1
267,,H4Y1L-l_03_DV,intenger,1,V,,,,,1
268,,H4Y1L-l_04_DV,intenger,1,V,,,,,1
269,,H4Y1L-l_05_DV,intenger,1,V,,,,,1
270,,H4Y1L-l_06_DV,intenger,1,V,,,,,1
271,,H4Y1L-l_07_DV,intenger,1,V,,,,,1
272,,H4Y1L-l_08_DV,intenger,1,V,,,,,1
273,,H4Y1L-l_09_DV,intenger,1,V,,,,,1
274,,H4Y1L-l_10_DV,intenger,1,V,,,,,1
275,,H4Y1L-l_11_DV,intenger,1,V,,,,,1
276,,H4Y1L-l_12_DV,intenger,1,V,,,,,1
277,,H4Y1L-l_13_DV,intenger,1,V,,,,,1
278,,H4Y1L-l_14_DV,intenger,1,V,,,,,1
279,,H4Y1L-l_15_DV,intenger,1,V,,,,,1
280,,H4Y1L-l_16_DV,intenger,1,V,,,,,1
281,,H4Y1L-r_01_DV,intenger,1,V,,,,,1
282,,H4Y1L-r_02_DV,intenger,1,V,,,,,1
283,,H4Y1L-r_03_DV,intenger,1,V,,,,,1
284,,H4Y1L-r_04_DV,intenger,1,V,,,,,1
285,,H4Y1L-r_05_DV,intenger,1,V,,,,,1
286,,H4Y1L-r_06_DV,intenger,1,V,,,,,1
287,,H4Y1L-r_07_DV,intenger,1,V,,,,,1
288,,H4Y1L-r_08_DV,intenger,1,V,,,,,1
289,,H4Y1L-r_09_DV,intenger,1,V,,,,,1
290,,H4Y1L-r_10_DV,intenger,1,V,,,,,1
291,,H4Y1L-r_11_DV,intenger,1,V,,,,,1
292,,H4Y1L-r_12_DV,intenger,1,V,,,,,1
293,,H4Y1L-r_13_DV,intenger,1,V,,,,,1
294,,H4Y1L-r_14_DV,intenger,1,V,,,,,1
295,,H4Y1L-r_15_DV,intenger,1,V,,,,,1
296,,H4Y1L-r_16_DV,intenger,1,V,,,,,1
297,,H4Y1R-l_01_DV,intenger,1,V,,,,,1
298,,H4Y1R-l_02_DV,intenger,1,V,,,,,1
299,,H4Y1R-l_03_DV,intenger,1,V,,,,,1
300,,H4Y1R-l_04_DV,intenger,1,V,,,,,1
301,,H4Y1R-l_05_DV,intenger,1,V,,,,,1
302,,H4Y1R-l_06_DV,intenger,1,V,,,,,1
303,,H4Y1R-l_07_DV,intenger,1,V,,,,,1
304,,H4Y1R-l_08_DV,intenger,1,V,,,,,1
305,,H4Y1R-l_09_DV,intenger,1,V,,,,,1
306,,H4Y1R-l_10_DV,intenger,1,V,,,,,1
307,,H4Y1R-l_11_DV,intenger,1,V,,,,,1
308,,H4Y1R-l_12_DV,intenger,1,V,,,,,1
309,,H4Y1R-l_13_DV,intenger,1,V,,,,,1
310,,H4Y1R-l_14_DV,intenger,1,V,,,,,1
311,,H4Y1R-l_15_DV,intenger,1,V,,,,,1
312,,H4Y1R-l_16_DV,intenger,1,V,,,,,1
313,,H4Y1R-r_01_DV,intenger,1,V,,,,,1
314,,H4Y1R-r_02_DV,intenger,1,V,,,,,1
315,,H4Y1R-r_03_DV,intenger,1,V,,,,,1
316,,H4Y1R-r_04_DV,intenger,1,V,,,,,1
317,,H4Y1R-r_05_DV,intenger,1,V,,,,,1
318,,H4Y1R-r_06_DV,intenger,1,V,,,,,1
319,,H4Y1R-r_07_DV,intenger,1,V,,,,,1
320,,H4Y1R-r_08_DV,intenger,1,V,,,,,1
321,,H4Y1R-r_09_DV,intenger,1,V,,,,,1
322,,H4Y1R-r_10_DV,intenger,1,V,,,,,1
323,,H4Y1R-r_11_DV,intenger,1,V,,,,,1
324,,H4Y1R-r_12_DV,intenger,1,V,,,,,1
325,,H4Y1R-r_13_DV,intenger,1,V,,,,,1
326,,H4Y1R-r_14_DV,intenger,1,V,,,,,1
327,,H4Y1R-r_15_DV,intenger,1,V,,,,,1
328,,H4Y1R-r_16_DV,intenger,1,V,,,,,1
329,,H4Y2L-l_01_DV,intenger,1,V,,,,,1
330,,H4Y2L-l_02_DV,intenger,1,V,,,,,1
331,,H4Y2L-l_03_DV,intenger,1,V,,,,,1
332,,H4Y2L-l_04_DV,intenger,1,V,,,,,1
333,,H4Y2L-l_05_DV,intenger,1,V,,,,,1
334,,H4Y2L-l_06_DV,intenger,1,V,,,,,1
335,,H4Y2L-l_07_DV,intenger,1,V,,,,,1
336,,H4Y2L-l_08_DV,intenger,1,V,,,,,1
337,,H4Y2L-l_09_DV,intenger,1,V,,,,,1
338,,H4Y2L-l_10_DV,intenger,1,V,,,,,1
339,,H4Y2L-l_11_DV,intenger,1,V,,,,,1
340,,H4Y2L-l_12_DV,intenger,1,V,,,,,1
341,,H4Y2L-l_13_DV,intenger,1,V,,,,,1
342,,H4Y2L-l_14_DV,intenger,1,V,,,,,1
343,,H4Y2L-l_15_DV,intenger,1,V,,,,,1
344,,H4Y2L-l_16_DV,intenger,1,V,,,,,1
345,,H4Y2L-r_01_DV,intenger,1,V,,,,,1
346,,H4Y2L-r_02_DV,intenger,1,V,,,,,1
347,,H4Y2L-r_03_DV,intenger,1,V,,,,,1
348,,H4Y2L-r_04_DV,intenger,1,V,,,,,1
349,,H4Y2L-r_05_DV,intenger,1,V,,,,,1
350,,H4Y2L-r_06_DV,intenger,1,V,,,,,1
351,,H4Y2L-r_07_DV,intenger,1,V,,,,,1
352,,H4Y2L-r_08_DV,intenger,1,V,,,,,1
353,,H4Y2L-r_09_DV,intenger,1,V,,,,,1
354,,H4Y2L-r_10_DV,intenger,1,V,,,,,1
355,,H4Y2L-r_11_DV,intenger,1,V,,,,,1
356,,H4Y2L-r_12_DV,intenger,1,V,,,,,1
357,,H4Y2L-r_13_DV,intenger,1,V,,,,,1
358,,H4Y2L-r_14_DV,intenger,1,V,,,,,1
359,,H4Y2L-r_15_DV,intenger,1,V,,,,,1
360,,H4Y2L-r_16_DV,intenger,1,V,,,,,1
361,,H4Y2R-l_01_DV,intenger,1,V,,,,,1
362,,H4Y2R-l_02_DV,intenger,1,V,,,,,1
363,,H4Y2R-l_03_DV,intenger,1,V,,,,,1
364,,H4Y2R-l_04_DV,intenger,1,V,,,,,1
365,,H4Y2R-l_05_DV,intenger,1,V,,,,,1
366,,H4Y2R-l_06_DV,intenger,1,V,,,,,1
367,,H4Y2R-l_07_DV,intenger,1,V,,,,,1
368,,H4Y2R-l_08_DV,intenger,1,V,,,,,1
369,,H4Y2R-l_09_DV,intenger,1,V,,,,,1
370,,H4Y2R-l_10_DV,intenger,1,V,,,,,1
371,,H4Y2R-l_11_DV,intenger,1,V,,,,,1
372,,H4Y2R-l_12_DV,intenger,1,V,,,,,1
373,,H4Y2R-l_13_DV,intenger,1,V,,,,,1
374,,H4Y2R-l_14_DV,intenger,1,V,,,,,1
375,,H4Y2R-l_15_DV,intenger,1,V,,,,,1
376,,H4Y2R-l_16_DV,intenger,1,V,,,,,1
377,,H4Y2R-r_01_DV,intenger,1,V,,,,,1
378,,H4Y2R-r_02_DV,intenger,1,V,,,,,1
379,,H4Y2R-r_03_DV,intenger,1,V,,,,,1
380,,H4Y2R-r_04_DV,intenger,1,V,,,,,1
381,,H4Y2R-r_05_DV,intenger,1,V,,,,,1
382,,H4Y2R-r_06_DV,intenger,1,V,,,,,1
383,,H4Y2R-r_07_DV,intenger,1,V,,,,,1
384,,H4Y2R-r_08_DV,intenger,1,V,,,,,1
385,,H4Y2R-r_09_DV,intenger,1,V,,,,,1
386,,H4Y2R-r_10_DV,intenger,1,V,,,,,1
387,,H4Y2R-r_11_DV,intenger,1,V,,,,,1
